word1,word2,mean(remove_extreme_annotator),sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,mean
退避する,退却する,7.6,9,7,8,8,6,5,8,3,7,5,6.6
大人びた,発達した,4,7,5,4,0,4,0,7,3,0,2,3.2
達観した,発展した,1.4,0,2,0,0,5,0,3,4,0,2,1.6
達観した,成長した,1.6,0,2,0,0,6,0,4,3,0,2,1.7
嘆願した,お願いした,6.6,5,7,7,7,7,7,6,7,7,7,6.7
嘆願する,懇望する,7.2,9,6,7,7,7,9,8,8,6,8,7.5
担ぎ上げた,背負った,7.4,8,8,9,6,6,7,7,3,3,5,6.2
団結した,提携した,6.4,8,6,8,5,5,6,5,5,2,5,5.5
団結した,連携した,7.8,9,8,8,6,8,5,5,5,2,7,6.3
断絶した,消えた,6.6,8,6,5,6,8,8,5,6,3,3,5.8
断絶した,終わった,6.8,8,6,8,6,6,6,5,6,0,3,5.4
知らせる,示す,6.8,8,6,6,7,7,4,6,4,3,5,5.6
着けた,つけた,10,10,10,10,10,10,10,10,10,10,10,10.0
着ける,付ける,5.8,2,5,5,8,9,8,10,2,9,3,6.1
駐在した,常時滞在した,6.8,5,8,7,6,8,7,8,8,7,5,6.9
駐在した,常務した,6.6,7,8,5,6,7,5,7,8,7,5,6.5
挑戦した,向かっていった,7,9,7,8,6,5,8,7,6,0,3,5.9
挑戦した,臨んだ,7,8,7,7,8,5,9,8,7,7,7,7.3
挑戦する,望む,6.2,5,6,7,5,8,6,3,7,0,5,5.2
聴いた,受けた,2.8,5,1,2,0,6,0,2,2,0,3,2.1
聴いた,お聞きした,8,9,8,8,6,9,9,7,3,5,5,6.9
調剤した,処方した,7.4,9,6,7,7,8,6,8,8,7,5,7.1
調剤する,渡す,0.4,0,0,1,0,1,0,3,2,0,3,1.0
調和する,マッチする,7,8,9,8,3,7,9,9,8,6,3,7.0
調和する,一致する,5.8,7,7,6,2,7,5,7,7,2,5,5.5
調和する,合う,6.4,7,7,8,4,6,6,5,6,3,5,5.7
調和する,際立つ,0.4,0,1,0,0,1,0,1,6,0,0,0.9
追い出した,やめさせた,3,4,5,2,3,1,8,7,4,7,7,4.8
追い出した,いなくした,7.2,9,9,7,7,4,9,5,6,6,7,6.9
追い出した,撤去した,6.4,8,6,7,7,4,5,3,4,0,5,4.9
追い出した,出した,6,7,6,5,7,5,4,3,5,6,5,5.3
追う,進む,5.2,6,4,5,5,6,0,3,2,2,3,3.6
追う,追跡する,8.2,9,8,8,8,8,9,8,8,9,7,8.2
追跡する,進む,4.6,6,5,3,5,4,0,3,3,5,3,3.7
追放する,排除する,7.2,8,7,6,8,7,7,8,5,8,5,6.9
追放する,排斥する,7.4,8,7,6,8,8,8,8,6,8,5,7.2
掴んだ,はさんだ,6.4,8,8,4,2,10,10,7,5,0,5,5.9
掴んだ,取った,7,7,6,7,7,8,5,5,6,3,5,5.9
掴んだ,持った,7.6,7,7,8,8,8,7,5,6,2,5,6.3
提示された,明記された,7.2,9,6,8,7,6,5,5,7,5,5,6.3
提示する,明らかにする,6.6,6,6,8,7,6,6,6,7,6,5,6.3
諦める,あきらめた,8,8,9,5,9,9,9,8,10,9,9,8.5
撤収した,退却した,7.6,8,8,7,7,8,8,8,9,7,7,7.7
撤収する,辞退する,5.8,8,7,3,6,5,3,5,2,0,5,4.4
撤収する,退却する,8,8,9,8,7,8,8,8,4,5,7,7.2
撤収する,撤退する,8.2,9,9,9,7,7,8,8,7,5,7,7.6
撤退させた,出した,4.4,7,4,5,0,6,1,4,3,0,5,3.5
添えた,配置した,4,5,6,5,0,4,0,5,3,0,3,3.1
添えた,付け加えた,6.6,8,7,7,6,5,2,6,4,3,5,5.3
添えたりした,飾ったりした,5,1,6,4,6,8,2,4,4,3,5,4.3
添える,付ける,6.8,9,8,8,4,5,3,8,3,2,5,5.5
添加した,添えた,6.2,5,9,7,5,5,5,5,3,8,5,5.7
添付した,付け加えた,6.8,6,9,6,5,8,4,6,4,8,5,6.1
添付した,付けた,6.4,5,8,7,5,7,8,8,5,8,6,6.7
伝えた,称した,2.6,2,4,2,2,3,1,4,2,0,6,2.6
途切れる,なくなる,7,9,7,7,7,5,5,5,6,0,3,5.4
途切れる,消える,6.4,8,6,6,7,5,4,4,6,0,5,5.1
途切れる,止まる,6.6,7,7,6,7,6,6,5,2,0,6,5.2
途絶えた,消滅した,7.6,9,6,8,7,8,6,5,7,3,5,6.4
途絶えた,断絶した,7.4,8,9,6,7,7,6,3,3,8,5,6.2
途絶えた,終わった,8,9,9,7,7,8,7,7,7,3,6,7.0
途絶える,減る,4.8,7,4,4,5,4,0,2,2,0,6,3.4
途絶える,無くなる,6.8,6,9,9,8,2,8,5,8,1,6,6.2
途絶える,消える,7.2,9,6,8,8,5,6,4,7,0,5,5.8
途方にくれた,迷った,6.4,8,6,6,6,6,0,5,7,0,3,4.7
途方にくれた,困惑した,5,5,6,4,6,4,8,6,8,0,5,5.2
当惑した,迷った,6.6,8,8,6,7,4,0,5,8,3,5,5.4
当惑した,迷惑した,6.2,5,5,6,7,8,0,1,2,0,5,3.9
当惑している,困惑している,7.8,9,9,7,7,7,10,8,9,7,5,7.8
統率した,指揮した,7.8,9,8,7,8,7,9,7,8,7,7,7.7
統率する,指導する,6.6,4,7,8,8,6,7,5,6,5,5,6.1
統率する,指揮する,7.8,9,9,7,8,6,9,7,8,7,7,7.7
統率する,引っ張る,6.2,5,6,7,6,7,8,7,7,3,5,6.1
討議した,言い合った,6.4,5,9,7,7,4,8,4,6,5,5,6.0
討議した,審議した,6.2,5,7,7,7,5,9,8,7,5,5,6.5
討議した,議論した,7.4,8,8,7,8,6,10,8,7,6,7,7.5
討論した,議論した,7.4,6,9,8,8,6,10,8,8,8,7,7.8
動いた,浮いた,0.6,0,0,2,0,1,0,2,2,0,2,0.9
動かした,操縦した,6.6,8,9,6,2,8,4,4,6,3,3,5.3
動かす,操る,6.6,8,7,9,2,7,5,3,7,3,3,5.4
同意した,承認した,7,7,9,7,6,6,3,4,6,8,5,6.1
読み返した,読み進めた,2.2,0,3,0,4,4,0,2,3,0,3,1.9
突進する,ひた走る,7,8,6,8,5,8,3,8,6,3,3,5.8
内に隠す,潜ませる,6.6,7,8,6,5,7,7,8,6,5,3,6.2
内在している,持っている,5.8,5,9,4,5,6,6,5,5,2,6,5.3
匂いたつ,香りたつ,7.8,8,9,7,7,8,7,8,7,7,2,7.0
匂わす,あふれる,1.2,1,2,0,0,3,0,3,3,0,0,1.2
匂わす,感じる,4,6,7,6,0,1,0,2,2,3,2,2.9
入手された,取って調査された,2.2,3,1,0,2,5,0,1,2,0,1,1.5
入手された,捕まえた,4.2,5,3,3,5,5,0,5,1,2,1,3.0
入手された,採られた,5.2,6,6,5,5,4,1,3,2,2,3,3.7
入手された,捕まった,2.4,0,1,1,4,6,0,3,2,2,1,2.0
入手した,採取した,4.8,2,6,5,6,5,6,3,3,5,3,4.4
入力した,記載した,3.4,5,0,3,5,4,0,4,4,8,3,3.6
忍ばせる,秘める,6.8,8,8,5,6,7,4,8,6,5,5,6.2
熱願する,嘆願する,6.8,7,6,7,6,8,8,8,7,7,7,7.1
熱願する,懇望する,7.4,7,8,7,7,8,9,8,8,7,7,7.6
納得した,承諾した,7,9,8,4,7,7,8,7,7,5,7,6.9
納得した,同意した,5.8,2,6,6,7,8,6,5,8,4,7,5.9
納得した,受諾した,7.2,7,9,7,7,6,4,7,7,4,7,6.5
覗き見した,うかがった,5,6,6,6,2,5,3,5,3,0,5,4.1
波立つ,荒れる,5.8,7,5,5,6,6,3,8,6,3,3,5.2
破顔した,微笑した,3.4,0,4,1,7,5,4,3,4,2,5,3.5
廃止した,消滅した,4.8,1,6,4,7,6,3,3,3,2,5,4.0
排除した,撤退させた,7,9,5,8,8,5,2,7,4,0,5,5.3
排除した,追い出した,6.6,5,8,7,8,5,8,6,5,6,7,6.5
排除した,なくした,7.4,8,6,9,8,6,7,7,6,0,5,6.2
排除した,やめさせた,6.2,6,8,5,8,4,6,6,4,3,7,5.7
排除した,除いた,7.6,9,8,8,7,6,9,8,5,9,7,7.6
排除する,無視する,3.6,2,6,2,6,2,0,3,2,0,3,2.6
排除する,除く,8.2,9,9,9,8,6,9,8,6,9,7,8.0
排斥した,無くした,6,8,4,5,8,5,4,5,5,0,5,4.9
排斥した,排除した,7,5,8,8,8,6,9,8,7,8,7,7.4
排斥した,除いた,6.2,5,8,7,7,4,9,7,6,8,7,6.8
排斥した,撤去した,6.8,7,6,6,8,7,8,5,3,3,7,6.0
排斥した,締め出した,6.6,6,6,7,8,6,7,8,7,7,7,6.9
排斥する,敬遠する,3.8,1,5,3,6,4,4,3,2,0,5,3.3
背けた,覆った,3,2,2,6,0,5,0,4,3,0,3,2.5
背負う,担う,6.4,8,5,8,5,6,6,7,7,2,5,5.9
配った,分けた,7.2,5,8,7,8,8,0,5,8,6,7,6.2
配った,合わさった,0.4,0,0,1,0,1,0,1,3,0,0,0.6
配られた,分けられた,7.2,5,8,7,8,8,0,5,6,5,8,6.0
配る,配分する,7.6,5,9,9,8,7,10,5,7,9,7,7.6
配る,割り当てる,5.4,4,7,3,6,7,0,4,5,3,7,4.6
配る,分かち合う,6,4,6,6,6,8,0,3,2,3,7,4.5
配る,飾りつける,1,0,0,0,0,5,0,1,1,0,2,0.9
配給しない,配分しない,7.2,8,7,5,8,8,9,5,6,9,7,7.2
配置した,飾った,3,4,1,2,4,4,3,3,2,2,2,2.7
配当した,配った,7.4,10,8,7,8,4,9,6,3,6,7,6.8
配当した,割当した,7.8,8,6,7,8,10,6,5,3,5,7,6.5
配当した,配慮した,0.6,0,0,0,0,3,0,2,1,0,7,1.3
配当する,分かち合う,6,5,4,5,8,8,1,2,1,5,7,4.6
配布した,分けた,7.4,7,6,9,8,7,2,3,6,3,8,5.9
配布した,配給した,7.2,10,6,6,7,7,5,8,6,6,7,6.8
配分される,分配される,8.4,9,8,7,8,10,10,8,5,9,7,8.1
配分した,配布した,6.4,2,6,6,8,10,6,8,7,7,7,6.7
配分した,割当した,7.8,8,8,7,8,8,6,5,4,5,7,6.6
配分する,配布する,7.4,9,7,6,8,7,6,8,6,8,7,7.2
配分する,割り当てる,7.4,9,8,6,8,6,6,5,3,8,7,6.6
発展した,発達した,6.6,8,7,5,5,8,4,5,8,7,8,6.5
疲れる,困る,1.6,0,3,0,5,0,0,2,1,0,5,1.6
疲弊した,壊れた,4.8,6,5,8,5,0,0,3,2,0,5,3.4
秘めた,潜めた,5.4,6,6,3,7,5,4,5,5,2,6,4.9
秘める,口外しない,6.4,8,6,3,8,7,2,4,6,3,7,5.4
秘める,隠した,8.2,9,8,8,8,8,7,5,5,3,6,6.7
飛ばせる,コントロールできる,0,0,0,0,0,0,0,3,3,0,0,0.6
微笑む,笑う,5.8,2,7,6,7,7,4,5,8,9,7,6.2
微笑をうかべた,ひっこり笑った,6,8,6,4,6,6,3,2,8,8,6,5.7
微笑んだ,にんまりした,6.6,7,8,3,7,8,2,5,6,8,7,6.1
漂う,ある,1.6,1,3,0,2,2,0,5,4,0,5,2.2
漂う,あふれる,0.2,0,1,0,0,0,0,3,3,0,0,0.7
漂った,揺れ動いた,5.6,6,9,5,6,2,0,3,2,2,2,3.7
漂った,浮いた,6.2,8,6,6,7,4,2,2,5,6,3,4.9
漂った,浮遊した,6.2,6,7,6,8,4,7,5,7,5,6,6.1
表された,描写された,6.6,8,7,9,6,3,3,5,8,3,6,5.8
表した,書いた,5.2,7,5,3,6,5,0,3,7,3,5,4.4
表した,示した,7.2,7,6,8,8,7,6,5,6,7,5,6.5
表す,示す,7.6,7,7,9,8,7,6,5,7,7,7,7.0
表に出た,露出した,7.6,10,8,6,7,7,8,8,6,7,5,7.2
表に出る,示される,5.6,5,7,2,7,7,6,4,5,3,5,5.1
表に出る,反映される,5.2,6,6,2,6,6,7,5,3,3,2,4.6
表に出る,具現化する,6.4,9,6,6,6,5,7,5,2,5,7,5.8
表れた,顕著化した,7,7,9,5,7,7,8,5,6,5,2,6.1
表れた,表現された,7.4,7,8,9,7,6,9,5,7,7,2,6.7
表れている,出ている,5.2,4,6,5,7,4,7,4,7,5,7,5.6
表れている,見えている,6.8,7,7,7,7,6,7,6,8,7,7,6.9
表れる,具現化する,5.8,8,6,3,7,5,9,5,3,5,7,5.8
表れる,見てとれる,6.2,5,6,7,7,6,8,5,4,5,5,5.8
表れる,表面化する,8.2,9,9,8,7,8,9,5,8,5,8,7.6
表現されている,表れている,7.4,7,9,9,7,5,9,5,7,7,6,7.1
表現した,表した,8,9,8,9,8,6,9,5,7,7,9,7.7
表現する,表している,7.8,10,9,6,8,6,9,5,7,7,8,7.5
表示された,表記された,7.8,8,10,8,7,6,9,6,8,7,5,7.4
表示した,記した,6.8,9,6,6,7,6,5,6,7,7,5,6.4
表示した,示した,8.2,8,9,9,8,7,7,6,7,7,6,7.4
表示した,掲載した,6.8,8,7,7,6,6,8,5,8,5,6,6.6
表示する,表す,8.2,10,9,9,7,6,8,5,7,7,7,7.5
表彰した,讃えた,7.2,7,9,7,6,7,8,1,8,6,7,6.6
表面化した,出現した,6.2,8,6,6,7,4,7,5,6,5,8,6.2
表面化した,取り沙汰された,5.2,6,5,5,7,3,7,3,6,5,5,5.2
表面化する,見える,5.4,6,7,2,6,6,6,5,3,7,8,5.6
表面化する,顕在化する,7.6,9,8,5,8,8,9,5,7,5,6,7.0
病んだ,衰退した,4.2,6,2,6,5,2,6,3,3,3,3,3.9
病んだ,蝕んだ,6.8,9,6,6,7,6,7,4,5,9,6,6.5
病んだ,もんだ,0.4,0,2,0,0,0,0,1,3,0,5,1.1
病気になった,病んだ,8.8,9,10,7,8,10,9,9,9,9,9,8.9
不安定になった,荒れた,5.2,7,6,4,6,3,6,6,7,3,5,5.3
不安定になった,壊れた,5.8,8,6,6,5,4,7,5,4,3,3,5.1
付けた,着用した,6.8,5,8,7,7,7,8,7,6,2,8,6.5
付けた,使った,2.4,3,3,1,5,0,5,3,5,2,1,2.8
付け加えた,つけた,7.8,8,9,9,7,6,8,3,3,5,3,6.1
付け足した,追加解説した,5.4,4,7,4,7,5,8,1,7,3,6,5.2
付け足す,つける,5.8,7,3,6,7,6,9,4,5,5,6,5.8
付け足す,付ける,5.8,7,3,6,7,6,9,4,4,5,7,5.8
富んだ,あふれた,5.6,6,6,4,7,5,8,1,7,5,6,5.5
浮かび上がった,露呈した,6,8,7,6,7,2,7,5,7,5,8,6.2
浮かび上がった,浮かんだ,7.6,8,9,7,8,6,6,5,6,7,8,7.0
浮かび上がった,出てきた,5.6,7,6,6,7,2,6,5,6,5,6,5.6
浮かび上がる,表れる,5.4,5,7,6,7,2,7,3,6,3,5,5.1
浮かんだ,発覚した,4.2,4,6,3,6,2,7,5,7,5,5,5.0
浮かんだ,表面化した,6,6,8,7,7,2,7,5,7,3,5,5.7
浮かんだ,上がった,6,7,6,8,5,4,8,3,3,5,5,5.4
浮上した,登場した,5.8,8,6,7,4,4,6,3,6,3,4,5.1
浮上した,表面化した,6.4,7,9,8,6,2,8,5,7,3,5,6.0
浮上した,上がった,6.8,8,8,7,7,4,7,4,5,5,7,6.2
符合した,合った,6.4,8,5,5,7,7,9,4,6,8,7,6.6
符合した,合致した,7.6,9,7,7,8,7,9,7,8,8,7,7.7
腹が立つ,苛々しい,7.8,8,7,9,7,8,8,6,8,7,7,7.5
覆った,閉じた,3.2,0,4,5,7,0,3,3,2,0,4,2.8
分かち合う,分割する,7.6,8,6,9,8,7,4,5,5,5,0,5.7
分けた,割当した,7.4,8,7,6,8,8,8,5,6,7,8,7.1
分け与える,分ける,7.6,9,8,6,7,8,6,6,6,7,8,7.1
分配する,分割する,7,5,9,6,7,8,9,8,2,7,7,6.8
分配する,配る,7.8,6,9,9,7,8,9,9,7,7,8,7.9
分配する,分ける,7.8,6,9,9,7,8,9,8,6,7,7,7.6
粉末にする,砕く,5.6,7,5,7,7,2,9,8,7,2,6,6.0
聞いた,お教えしてもらった,4.8,7,4,2,7,4,9,1,5,3,5,4.7
聞き入れる,了承する,7,5,9,8,8,5,9,7,4,7,8,7.0
聞き入れる,承認する,7.4,9,8,7,8,5,9,7,4,7,6,7.0
聞き入れる,応じる,7.6,9,8,8,7,6,9,6,6,5,6,7.0
閉じた,引いた,0.6,0,0,0,3,0,5,1,2,0,0,1.1
返した,弁済した,7,7,6,8,7,7,6,2,7,5,5,6.0
弁済した,返済した,7.4,8,8,6,8,7,9,3,9,8,9,7.5
捕まえた,採られた,3.8,0,5,3,5,6,6,3,3,2,4,3.7
補足した,付け加えした,7.4,9,7,8,7,6,9,3,8,7,7,7.1
補足した,付け加えた,7.2,8,7,8,7,6,9,3,8,7,8,7.1
崩れた,跳ねた,0,0,0,0,0,0,2,1,1,0,0,0.4
崩れやすい,割れやすい,5.4,7,8,5,7,0,9,3,5,0,1,4.5
崩壊する,崩れる,8.2,9,8,7,8,9,9,3,7,7,9,7.6
亡くなった,死亡した,8.8,7,10,9,8,10,9,10,10,10,10,9.3
亡くなった,絶滅した,7.4,9,9,7,6,6,9,0,4,5,4,5.9
亡くなった,死去した,9.2,10,9,9,8,10,9,10,10,10,10,9.5
亡くなった,他界した,9.2,10,9,9,8,10,9,10,10,10,10,9.5
亡くなる,死去した,9,9,9,9,8,10,9,10,10,10,8,9.2
望む,臨む,0,0,0,0,0,0,0,7,2,0,0,0.9
翻弄された,はまった,3.4,4,6,2,5,0,1,1,2,0,0,2.1
埋もれた,入り込んだ,2.8,4,2,0,6,2,2,3,3,2,2,2.6
抹消する,除く,6.2,8,6,6,7,4,9,7,6,5,4,6.2
抹消する,排除する,6.6,8,7,6,6,6,9,7,7,5,4,6.5
満ちる,溢れる,6,5,8,4,6,7,8,7,6,5,1,5.7
満ちる,あふれる,6.6,8,5,7,6,7,9,7,8,5,1,6.3
満ちる,ある,2.8,3,5,2,2,2,1,1,3,0,1,2.0
夢中になる,のめり込む,8.4,9,8,9,8,8,9,8,9,8,7,8.3
無くした,なくした,10,10,10,10,10,10,10,10,10,10,10,10.0
無くす,除く,7.2,4,8,9,7,8,9,3,6,7,7,6.8
無くす,排除する,7.8,6,9,9,7,8,9,2,6,7,7,7.0
無くす,除去する,7.8,9,8,7,7,8,9,2,5,7,7,6.9
無くそうとする,排除する,7.4,9,6,7,7,8,9,2,6,7,4,6.5
無くそうとする,除去する,6.2,7,4,5,7,8,9,2,6,7,4,5.9
無くなった,滅びた,6,4,6,6,7,7,6,2,7,5,5,5.5
無くなった,消滅した,7.8,7,8,9,8,7,9,3,7,5,7,7.0
無くなった,消えた,8.2,9,9,8,7,8,9,3,8,7,7,7.5
無くなる,減る,6,7,5,8,5,5,2,3,2,3,3,4.3
名乗り出た,称した,5.4,8,4,5,4,6,7,4,4,5,8,5.5
明記された,載った,6,5,7,5,6,7,8,5,7,5,7,6.2
明記された,記載された,7.2,9,7,7,6,7,9,6,8,7,7,7.3
明記された,記された,7.8,8,9,9,6,7,9,6,7,7,7,7.5
明記した,示した,6,3,7,6,6,8,8,5,6,7,6,6.2
明記した,記した,7.6,8,9,8,6,7,9,6,7,7,7,7.4
明記する,明らかにする,6.4,5,8,6,6,7,8,5,6,5,2,5.8
明言した,現れた,2,0,5,2,3,0,7,1,2,5,0,2.5
明言した,言った,7.4,7,8,8,6,8,8,7,8,7,6,7.3
明示した,提示した,6.4,5,8,5,7,7,8,6,7,7,5,6.5
明白になる,具現化する,5.8,8,6,3,5,7,9,5,3,5,6,5.7
明白になる,表面化する,7.6,9,9,6,6,8,9,6,7,5,6,7.1
明白になる,見える,5.4,4,3,6,6,8,6,5,5,7,6,5.6
迷う,止める,1.6,0,4,1,3,0,1,1,2,0,0,1.2
滅亡した,消失した,6.8,5,9,7,6,7,9,5,8,5,6,6.7
滅亡した,消えた,7.2,8,6,9,6,7,9,5,7,5,6,6.8
滅亡した,無くなった,7.8,9,9,8,6,7,9,5,7,5,6,7.1
目を閉じた,つむった,8.2,10,9,6,8,8,9,10,7,8,9,8.4
目を閉じた,つぶった,7.4,6,9,6,8,8,9,9,7,8,9,7.9
目立つ,合う,0.4,0,2,0,0,0,0,0,3,0,0,0.5
問題になる,喧嘩する,4.2,6,3,3,4,5,7,1,2,3,0,3.4
問題になる,争う,5.8,7,8,5,4,5,8,5,2,3,0,4.7
問題になる,言い争う,4.2,4,5,3,4,5,8,5,2,3,0,3.9
悶える,乱れる,5,6,7,6,6,0,7,1,3,5,2,4.3
薬を出した,処方した,8.4,9,10,8,7,8,9,10,6,8,8,8.3
与えた,出した,3,5,1,2,5,2,1,1,5,5,5,3.2
様子見した,見た,6.2,8,7,6,5,5,4,4,5,3,6,5.3
溶ける,おわる,0.8,0,2,0,0,2,4,1,2,0,1,1.2
用心する,恐れる,5.2,4,5,6,7,4,6,3,3,3,2,4.3
頼みこんだ,お願いした,7.4,8,7,7,8,7,8,9,8,7,6,7.5
頼み込む,嘆願する,8,9,8,8,8,7,9,9,7,8,8,8.1
乱れた,荒れた,6.8,8,7,6,7,6,7,3,6,3,7,6.0
乱れた,荒廃した,7.6,8,8,9,7,6,8,4,5,5,2,6.2
乱れていく,違っていく,3.6,5,4,4,2,3,6,2,3,1,1,3.1
乱れている,波だっている,4.6,5,6,7,5,0,6,2,6,1,1,3.9
立ち向かう,挑む,7.6,9,7,9,7,6,9,8,7,5,7,7.4
立ち向かった,挑戦した,7.2,9,9,6,7,5,9,8,8,5,7,7.3
流し込む,敷く,1,3,2,0,0,0,0,1,2,0,5,1.3
了解した,認めた,7,6,9,7,7,6,9,7,8,5,8,7.2
了解した,承認した,8,9,9,7,7,8,9,7,8,8,7,7.9
了解する,受け入れる,7,7,7,7,7,7,9,7,7,8,7,7.3
了承した,承認した,7.4,4,9,8,8,8,9,7,9,8,7,7.7
了承した,受け入れた,8,9,8,9,7,7,9,7,8,8,7,7.9
了承した,同意した,8.2,9,8,9,7,8,9,7,8,8,6,7.9
了承した,承諾した,8.2,8,9,8,8,8,9,7,9,8,7,8.1
冷んやりする,冷えた,7.4,8,7,6,9,7,4,1,7,8,8,6.5
連携した,協力した,7.4,8,8,7,7,7,9,7,7,8,9,7.7
連携する,提携する,7.6,9,8,8,6,7,9,8,9,8,8,8.0
連帯した,団結した,7.4,9,7,7,6,8,9,7,6,8,5,7.2
連帯した,連携した,7.8,9,8,8,6,8,9,7,6,8,5,7.4
連帯した,共同した,7.2,8,8,7,7,6,9,7,5,8,5,7.0
連帯した,協力した,7.8,8,8,8,7,8,9,7,6,8,5,7.4
連帯する,協力する,7,7,6,7,7,8,9,7,6,8,5,7.0
連動した,連携した,7.4,8,8,9,5,7,9,7,4,8,3,6.8
連動した,協力した,6.6,7,7,8,3,8,9,7,5,8,3,6.5
露出した,さらされた,7.8,9,8,8,8,6,9,5,8,7,7,7.5
露呈した,表面化した,6.6,5,7,7,7,7,8,5,8,7,8,6.9
露呈した,出てきた,6.8,8,8,6,6,6,8,3,7,7,7,6.6
露呈した,出現した,7.4,8,9,8,5,7,9,3,6,7,7,6.9
露呈した,発覚した,7.4,8,8,8,6,7,9,5,8,7,7,7.3
老熟した,円熟した,7,8,5,7,7,8,8,7,4,8,9,7.1
老熟した,成熟した,6.6,8,7,7,5,6,8,7,5,8,5,6.6
論議した,話し合った,7.6,10,6,7,8,7,9,8,6,7,7,7.5
論議した,言い争いした,6,7,5,7,5,6,8,7,5,5,3,5.8
論議した,検討した,6.4,5,6,7,6,8,9,8,4,5,6,6.4
論議した,審議した,6.6,8,6,7,5,7,9,7,6,7,4,6.6
論議した,議論した,9.2,10,9,9,9,9,9,8,7,7,8,8.5
論議する,討論する,8,10,6,7,8,9,9,9,7,7,8,8.0
論議する,討議する,8.4,10,7,8,8,9,9,9,6,7,8,8.1
論議する,話し合って検討する,8.2,10,8,8,8,7,9,8,7,5,7,7.7
論議する,審議する,6.6,6,6,8,6,7,9,8,7,7,4,6.8
論議する,議論する,9,10,8,9,9,9,9,8,8,7,8,8.5
論議する,話し合う,8,8,8,9,7,8,9,6,8,7,7,7.7
論争した,言い争いした,7.4,6,10,8,7,6,8,6,7,7,3,6.8
論争した,議論した,7.4,6,9,8,6,8,9,9,7,7,3,7.2
和らげた,緩和した,6.8,6,9,5,8,6,7,6,7,3,8,6.5
話し合いした,討議した,7.4,10,6,7,7,7,9,7,6,7,7,7.3
話し合いした,検討した,6.4,8,6,5,6,7,9,7,5,5,7,6.5
話し合いをした,話あった,8.8,9,10,8,9,8,9,6,9,10,8,8.6
話し合いをした,議論した,8.4,9,10,8,7,8,9,7,7,7,7,7.9
話し合いをする,話し合う,9.4,10,9,9,9,10,9,9,9,10,9,9.3
話し合いをする,議論する,8.6,10,9,9,7,8,9,7,7,7,7,8.0
話し合った,議論した,7.6,6,9,8,7,8,9,7,7,7,7,7.5
話し合った,討論した,7.6,9,8,7,6,8,9,7,7,7,7,7.5
話し合って検討する,議論する,7.4,5,9,7,8,8,9,8,7,5,7,7.3
話し合って検討する,討論する,7.8,9,8,7,7,8,9,8,7,5,7,7.5
揉んだ,した,0.4,0,1,0,1,0,0,0,2,0,0,0.4
揉んだ,もんだ,10,10,10,10,10,10,10,10,10,10,10,10.0
瞑った,つぶった,10,10,10,10,10,10,10,8,10,10,10,9.8
瞑る,つぶる,10,10,10,10,10,10,10,8,9,10,10,9.7
綺麗に見える,引き立つ,6.4,7,7,4,7,7,7,3,7,5,5,5.9
綺麗に見える,見栄えする,7.4,8,7,7,7,8,8,5,8,7,6,7.1
躊躇している,ためらっている,7.8,5,10,8,8,8,9,9,9,7,10,8.3
騙る,名乗る,3,4,5,5,1,0,6,0,5,0,3,2.9
見守る,見張る,7.4,6,8,7,8,8,7,0,4,5,6,5.9
アクセントになる,目立つ,8,6,9,10,8,7,8,5,5,3,5,6.6
アクセントになる,良く見える,6.8,6,8,9,5,6,9,5,6,3,4,6.1
アクセントになる,引き立つ,7.8,7,7,8,8,9,9,5,7,3,4,6.7
あしらう,飾る,5.2,6,2,9,8,1,8,1,5,7,9,5.6
あしらってる,ついている,3.6,6,1,4,6,1,7,1,5,0,8,3.9
あらわになった,持ち上がった,3.4,3,2,3,2,7,7,1,6,0,5,3.6
あらわになった,上がった,2.8,3,3,2,1,5,6,4,4,0,4,3.2
あらわになる,露呈する,8.6,8,9,9,9,8,9,5,7,5,10,7.9
ある,隠している,1,0,0,3,0,2,1,1,2,0,1,1.0
うかがう,見つける,2.6,0,4,5,2,2,5,1,2,0,0,2.1
うかがった,受けた,2.8,3,1,8,0,2,4,1,2,1,0,2.2
うかがった,聴いた,8.2,8,6,10,8,9,8,5,6,5,8,7.3
うつされた,罹った,7.6,6,9,9,6,8,6,5,7,7,4,6.7
うつる,罹る,8.2,6,10,9,8,8,8,5,4,7,4,6.9
うもれた,はまった,7.6,6,9,10,7,6,1,1,4,2,3,4.9
うもれた,入った,6,5,8,6,8,3,1,2,3,2,2,4.0
おさめた,留めた,5.8,5,9,8,3,4,1,5,4,3,2,4.4
おわる,無くなる,6.6,5,8,10,7,3,8,7,3,3,5,5.9
おわる,消える,6.8,5,9,10,7,3,7,7,2,3,5,5.8
お願いする,依頼する,8.4,7,9,10,8,8,7,8,7,5,7,7.6
お願いする,嘆願する,8.4,7,9,10,9,7,8,8,8,5,7,7.8
かざった,つけた,7.6,6,7,10,7,8,6,1,6,3,6,6.0
かすかな,消え入りそうな,7.6,8,8,9,9,4,7,7,5,3,7,6.7
ぐしゃぐしゃになった,跳ねた,3.4,0,7,0,7,3,0,1,3,0,0,2.1
ぐしゃぐしゃになった,荒れた,6.8,6,8,8,6,6,5,4,4,3,2,5.2
くばられた,配分された,8.8,8,9,10,9,8,9,5,6,7,8,7.9
くばられる,分け与える,8.4,8,9,9,7,9,8,5,7,7,6,7.5
