word1,word2,mean(remove_extreme_annotator),ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,mean
だいたい,主として,6.2,6,7,2,7,9,7,7,2,8,6,6.1
非常に,急に,3.6,5,2,0,2,9,3,2,0,0,7,3.0
だいたい,全体的に,6,4,6,3,7,10,7,8,9,8,5,6.7
急に,一気に,6.4,8,5,4,5,10,8,7,7,8,7,6.9
びっしりと,ずらりと,6.2,7,5,1,9,9,6,7,5,1,6,5.6
ずらりと,大量に,5.8,5,5,1,9,9,4,7,5,3,6,5.4
ぐっと,とても,5,2,6,0,9,8,3,5,8,7,5,5.3
しょせん,所詮,10,10,10,10,10,10,10,10,10,10,10,10.0
時々,たびたび,4,2,5,4,0,9,3,8,1,5,7,4.4
それほど,さほどは,8.2,8,5,9,10,9,6,8,9,9,7,8.0
全て,概して,6,7,6,3,9,5,7,6,0,8,6,5.7
もう,とっくに,6.8,5,6,4,9,10,8,7,9,7,6,7.1
それほど,たいして,7,8,6,3,9,9,6,7,9,6,7,7.0
たまに,時おり,8.2,9,6,7,9,10,7,7,9,7,7,7.8
度々,しょっちゅう,8.4,9,7,8,9,9,8,7,9,8,7,8.1
いっぱいに,ぎっしりと,7.4,7,6,7,8,9,6,7,9,8,6,7.3
今では,今は,6.6,8,5,3,8,9,7,10,8,9,5,7.2
きっぱりと,断じて,6,8,2,2,9,9,7,8,9,7,6,6.7
だいぶ,ずっと,4.8,5,6,0,5,8,3,5,5,5,3,4.5
概して,ほとんど,6.8,7,8,1,9,9,8,8,9,9,6,7.4
いっぱい,いっせいに,3,5,0,0,5,5,3,0,7,4,5,3.4
ほとんど,多くが,8.2,8,7,8,9,9,8,8,8,5,7,7.7
全て,一般に,5.6,5,5,0,9,9,7,6,0,6,5,5.2
ほぼ,主に,6.6,6,6,2,9,10,8,6,5,7,6,6.5
大量に,整然と,1.6,5,0,0,2,1,2,4,0,2,2,1.8
現在は,現在では,8,8,5,8,9,10,8,10,9,9,9,8.5
確かに,無論,7.2,7,6,6,7,10,7,8,9,3,6,6.9
今も,実際,4.8,5,1,5,5,8,5,0,6,7,3,4.5
思い通り,充分,2.4,2,0,2,8,0,6,5,5,7,2,3.7
正に,いかにも,5.8,3,6,2,9,9,3,5,8,7,7,5.9
ぐっと,大幅に,6.2,6,3,5,8,9,6,5,7,7,7,6.3
どうにか,やっとこさ,8.8,9,8,8,9,10,9,7,8,7,6,8.1
もう,既に,8.2,8,6,8,9,10,9,7,9,8,7,8.1
何かと,何分,7.8,7,8,7,8,9,6,4,0,0,5,5.4
ほぼ,専ら,7.4,8,7,5,8,9,6,5,1,7,6,6.2
今は,現在は,9.2,8,9,9,10,10,7,10,9,9,9,9.0
しっかり,確実に,7.6,6,8,8,8,8,7,7,7,8,8,7.5
既に,いまや,7,7,7,4,8,9,7,5,9,8,6,7.0
何しろ,なにしろ,10,10,10,10,10,10,10,10,10,10,10,10.0
今現在,もはや,5.4,7,6,0,7,7,6,3,0,1,7,4.4
次々,随時,4.6,6,0,7,9,1,7,5,0,7,7,4.9
全部,概ね,6.8,6,7,3,9,9,7,8,0,8,6,6.3
たびたび,しばしば,7.2,8,2,8,9,9,8,8,9,9,6,7.6
何かと,しばしば,2.8,5,2,3,3,1,7,7,8,2,6,4.4
思いっきり,精一杯,7.2,9,6,6,9,6,6,6,8,8,6,7.0
さらに,ずっと,2,2,1,0,5,2,2,5,0,0,4,2.1
少しばかり,結構,1,2,1,0,2,0,3,7,0,2,2,1.9
いかにも,まことに,5.6,5,3,3,9,8,5,6,0,7,7,5.3
しっかり,頑として,5.6,6,5,1,8,8,6,5,7,6,3,5.5
とにかく,ともかく,9,9,8,9,9,10,9,10,9,8,9,9.0
にっこり,ニコニコ,8.6,8,9,8,9,9,7,9,9,8,7,8.3
何かと,いろいろと,6.2,6,4,3,8,10,7,8,9,6,8,6.9
さらに,いっそう,8,7,9,6,9,9,7,8,9,8,8,8.0
全て,ありのままに,5.2,5,3,0,9,9,6,7,7,6,2,5.4
たいして,そんなにも,6.6,6,8,3,8,8,6,7,9,7,7,6.9
いっそう,一段と,7.6,6,9,5,9,9,8,6,9,7,7,7.5
なにせ,なんせ,9.6,10,10,9,9,10,9,10,9,8,9,9.3
ぐんと,随分,5,5,5,3,8,4,6,5,5,6,6,5.3
そんなには,さほど,7.4,7,8,6,7,9,8,7,9,7,6,7.4
少し,かすかに,7.6,6,7,7,9,9,5,7,9,6,6,7.1
丸ごと,丸々,9.4,10,9,8,10,10,8,10,9,7,9,9.0
しばしば,時として,3.8,2,7,2,2,6,7,7,0,3,7,4.3
やはり,まさしく,5.8,5,8,0,9,7,6,7,8,6,7,6.3
順に,随時,3.8,5,1,4,9,0,7,7,0,7,7,4.7
まさしく,まことに,7.4,8,8,6,9,6,8,6,8,5,8,7.2
頻繁に,まあまあ,3.2,6,6,0,3,1,4,7,0,3,6,3.6
もう,現在では,6.6,6,4,7,8,8,7,3,0,4,6,5.3
ちょっと,なかなか,4.4,2,3,4,6,7,4,5,5,3,6,4.5
概して,全部,5.8,6,2,4,8,9,7,7,0,8,5,5.6
全体として,全て,6.2,6,5,2,9,9,7,8,5,8,5,6.4
必ず,きっぱりと,3.4,2,2,1,5,7,7,7,0,5,6,4.2
ほとんど,常に,6.6,5,8,6,8,6,6,7,0,7,6,5.9
全般的に,一般的に,6.8,5,6,6,8,9,7,7,9,7,5,6.9
ほとんど,ほぼ,7.6,9,9,8,2,10,8,8,9,8,7,7.8
現在,実際に,5.2,5,6,0,6,9,4,0,0,6,3,3.9
まるで,明らかに,2.8,5,6,0,3,0,3,5,0,4,1,2.7
既に,今や,6.4,6,7,2,8,9,8,5,8,5,6,6.4
あたかも,まことに,3.2,5,7,0,4,0,7,6,0,5,1,3.5
ぐんと,一段と,7,6,7,5,8,9,7,5,9,7,6,6.9
必ず,断固,6.6,5,5,6,8,9,7,6,5,8,6,6.5
絶対に,確実に,5.4,6,4,0,8,9,7,8,7,8,7,6.4
ぎりぎり,なんとか,7.4,8,7,7,9,6,7,7,7,6,7,7.1
あからさまに,さも,5,5,2,1,9,8,6,5,2,5,6,4.9
ほとんどが,ただただ,1.6,2,1,0,5,0,3,7,0,4,3,2.5
すべて,全て,10,10,10,10,10,10,10,10,10,10,10,10.0
なんとか,ぎりぎりで,7.2,7,6,7,9,7,7,7,8,6,7,7.1
偏に,専ら,7.6,9,6,5,9,9,3,7,8,6,6,6.8
ニコニコ,ニンマリ,7.8,6,9,6,9,9,7,9,7,4,5,7.1
どうにも,どうとも,8.2,8,6,9,9,9,7,10,8,5,3,7.4
大量に,盛大に,5.4,6,6,2,8,5,4,6,5,6,2,5.0
だいたい,一般的に,6.2,7,6,0,9,9,7,6,9,8,6,6.7
断じて,断固,7.6,8,8,3,9,10,8,8,9,8,7,7.8
これぞ,いかにも,4.6,3,7,0,9,4,6,6,0,7,7,4.9
しばしば,時おり,4.2,2,7,3,3,6,6,7,9,3,7,5.3
思い切り,大胆に,7.2,6,6,7,8,9,7,7,8,8,8,7.4
現に,事実,7.6,5,8,7,9,9,7,5,8,7,7,7.2
まさしく,あからさまに,4.8,5,5,0,8,6,5,5,8,3,3,4.8
とても,ずっと,5.2,4,6,0,7,9,3,5,5,5,2,4.6
総じて,基本的に,5.6,6,5,2,9,6,6,6,8,7,1,5.6
辛うじて,ようやく,6.6,7,6,2,9,9,8,7,8,6,3,6.5
いささか,ちょっと,7.6,6,8,8,9,7,7,6,8,8,5,7.2
ぎりぎり,辛くも,7.4,7,7,5,9,9,7,7,9,8,7,7.5
きっぱりと,毅然と,8.2,8,8,6,9,10,7,8,9,7,7,7.9
今では,現在では,8.8,8,9,7,10,10,8,10,9,9,7,8.7
少し,結構,1.8,3,4,0,2,0,2,2,0,2,1,1.6
当然,勿論,7.6,7,6,7,9,9,7,8,9,8,6,7.6
やっと,何とか,7.6,6,7,7,9,9,7,7,9,7,6,7.4
必ず,絶対,8.2,8,8,8,7,10,8,8,9,9,7,8.2
びっしりと,整然と,3.2,5,2,0,3,6,3,6,1,2,6,3.4
何とか,どうにか,6.6,7,6,2,9,9,7,7,8,7,7,6.9
辛うじて,やっとこさ,7.6,8,7,5,9,9,8,7,8,8,6,7.5
ぜひとも,何とか,4,7,5,0,8,0,5,6,4,6,7,4.8
ほとんど,ひたすら,1.2,0,6,0,0,0,3,6,2,3,1,2.1
よく,かなり,6.6,5,7,6,8,7,5,7,6,6,5,6.2
主に,主として,7.6,8,8,2,10,10,7,10,8,9,6,7.8
さらに,ぐっと,5.8,6,5,3,7,8,7,5,8,7,5,6.1
なんとか,やっと,8,8,7,6,9,10,8,7,9,7,7,7.8
とっくに,よもや,2.6,2,4,4,3,0,5,5,0,0,1,2.4
どうか,ぜひとも,7,7,7,3,9,9,3,5,9,5,6,6.3
もちろん,確実に,4.8,7,4,0,6,7,6,3,5,7,5,5.0
よく,頻繁に,7.8,8,7,6,9,9,7,7,9,7,7,7.6
ぜひとも,何とぞ,8,8,7,6,9,10,3,7,9,8,8,7.5
あまり,それほど,7.2,7,6,7,8,8,5,7,9,6,7,7.0
今は,現在では,8.2,8,7,7,9,10,7,10,9,9,7,8.3
大幅に,劇的に,7.6,7,6,7,9,9,8,6,8,8,6,7.4
どうにも,何故だか,4.2,5,5,1,2,8,6,7,7,5,2,4.8
ぐっと,劇的に,7.8,7,7,7,9,9,7,6,8,7,7,7.4
それほど,そんなにも,7.4,8,7,5,9,8,7,8,9,7,7,7.5
自由に,思い通りに,7,7,5,6,8,9,8,8,8,7,7,7.3
総合的に,全て,6.4,6,5,3,9,9,7,7,1,7,4,5.8
多くが,一般的に,6.6,6,6,3,9,9,7,6,9,6,6,6.7
一気に,大幅に,7.4,7,6,7,9,8,6,7,7,8,7,7.2
絶対に,無論,5.2,5,5,3,6,7,6,8,8,3,6,5.7
たびたび,度々,10,10,10,10,10,10,10,10,10,10,10,10.0
なんとか,やっとこさ,8.4,9,8,7,9,9,7,7,9,7,7,7.9
思い切り,十分に,7,8,7,3,8,9,7,6,8,3,2,6.1
いささか,まあまあ,3.4,2,5,5,4,1,4,6,7,3,5,4.2
主に,偏に,5,8,2,1,9,5,3,7,7,6,5,5.3
今,現に,6.6,8,8,3,5,9,6,8,5,8,4,6.4
いっぱいに,びっしり,7.2,7,7,4,9,9,6,8,7,8,6,7.1
全て,何もかも,7,8,6,3,9,9,7,8,9,8,7,7.4
全体的に,概して,8,9,6,6,9,10,7,7,9,8,6,7.7
かなり,ずっと,5.2,5,7,0,5,9,4,7,5,5,7,5.4
